system,topic,rank,score
TU_Vienna_TKL_2,15,7,0.0262144
TU_Vienna_TKL_2,16,1,0
TU_Vienna_TKL_2,16,2,0.08
TU_Vienna_TKL_2,16,3,0.064
TU_Vienna_TKL_2,16,4,0
TU_Vienna_TKL_2,16,5,0.04096
TU_Vienna_TKL_2,16,6,0
TU_Vienna_TKL_2,16,7,0
TU_Vienna_TKL_2,17,1,0.2
TU_Vienna_TKL_2,17,2,0
TU_Vienna_TKL_2,17,3,0
TU_Vienna_TKL_2,17,4,0.1024
TU_Vienna_TKL_2,17,5,0
TU_Vienna_TKL_2,17,6,0
TU_Vienna_TKL_2,17,7,0.0524288
TU_Vienna_TKL_2,18,1,0.2
TU_Vienna_TKL_2,18,2,0.16
TU_Vienna_TKL_2,18,3,0.128
TU_Vienna_TKL_2,18,4,0
TU_Vienna_TKL_2,18,5,0
TU_Vienna_TKL_2,18,6,0.065536
TU_Vienna_TKL_2,18,7,0
TU_Vienna_TKL_2,19,1,0
TU_Vienna_TKL_2,19,2,0
TU_Vienna_TKL_2,19,3,0
TU_Vienna_TKL_2,19,4,0
TU_Vienna_TKL_2,19,5,0
TU_Vienna_TKL_2,19,6,0
TU_Vienna_TKL_2,19,7,0
TU_Vienna_TKL_2,20,1,0.2
TU_Vienna_TKL_2,20,2,0.16
TU_Vienna_TKL_2,20,3,0
TU_Vienna_TKL_2,20,4,0.1024
TU_Vienna_TKL_2,20,5,0.08192
TU_Vienna_TKL_2,20,6,0
TU_Vienna_TKL_2,20,7,0
TU_Vienna_TKL_2,21,1,0
TU_Vienna_TKL_2,21,2,0
TU_Vienna_TKL_2,21,3,0
TU_Vienna_TKL_2,21,4,0.1024
TU_Vienna_TKL_2,21,5,0
TU_Vienna_TKL_2,21,6,0
TU_Vienna_TKL_2,21,7,0
TU_Vienna_TKL_2,22,1,0
TU_Vienna_TKL_2,22,2,0.16
TU_Vienna_TKL_2,22,3,0.064
TU_Vienna_TKL_2,22,4,0.1024
TU_Vienna_TKL_2,22,5,0.08192
TU_Vienna_TKL_2,22,6,0.032768
TU_Vienna_TKL_2,22,7,0.0524288
TU_Vienna_TKL_2,23,1,0.2
TU_Vienna_TKL_2,23,2,0.16
TU_Vienna_TKL_2,23,3,0.128
TU_Vienna_TKL_2,23,4,0.1024
TU_Vienna_TKL_2,23,5,0
TU_Vienna_TKL_2,23,6,0
TU_Vienna_TKL_2,23,7,0
TU_Vienna_TKL_2,24,1,0.1
TU_Vienna_TKL_2,24,2,0.16
TU_Vienna_TKL_2,24,3,0.128
TU_Vienna_TKL_2,24,4,0.0512
TU_Vienna_TKL_2,24,5,0.04096
TU_Vienna_TKL_2,24,6,0.065536
TU_Vienna_TKL_2,24,7,0.0524288
TU_Vienna_TKL_2,25,1,0.2
TU_Vienna_TKL_2,25,2,0.16
TU_Vienna_TKL_2,25,3,0
TU_Vienna_TKL_2,25,4,0
TU_Vienna_TKL_2,25,5,0
TU_Vienna_TKL_2,25,6,0
TU_Vienna_TKL_2,25,7,0
TU_Vienna_TKL_2,26,1,0
TU_Vienna_TKL_2,26,2,0
TU_Vienna_TKL_2,26,3,0
TU_Vienna_TKL_2,26,4,0
TU_Vienna_TKL_2,26,5,0.08192
TU_Vienna_TKL_2,26,6,0.065536
TU_Vienna_TKL_2,26,7,0.0262144
TU_Vienna_TKL_2,27,1,0
TU_Vienna_TKL_2,27,2,0
TU_Vienna_TKL_2,27,3,0
TU_Vienna_TKL_2,27,4,0.1024
TU_Vienna_TKL_2,27,5,0
TU_Vienna_TKL_2,27,6,0.065536
TU_Vienna_TKL_2,27,7,0
TU_Vienna_TKL_2,28,1,0.1
TU_Vienna_TKL_2,28,2,0.16
TU_Vienna_TKL_2,28,3,0.128
TU_Vienna_TKL_2,28,4,0.1024
TU_Vienna_TKL_2,28,5,0.08192
TU_Vienna_TKL_2,28,6,0.065536
TU_Vienna_TKL_2,28,7,0.0524288
TU_Vienna_TKL_2,29,1,0.2
TU_Vienna_TKL_2,29,2,0.16
TU_Vienna_TKL_2,29,3,0.128
TU_Vienna_TKL_2,29,4,0.0512
TU_Vienna_TKL_2,29,5,0.04096
TU_Vienna_TKL_2,29,6,0.065536
TU_Vienna_TKL_2,29,7,0
TU_Vienna_TKL_2,30,1,0
TU_Vienna_TKL_2,30,2,0.08
TU_Vienna_TKL_2,30,3,0
TU_Vienna_TKL_2,30,4,0.1024
TU_Vienna_TKL_2,30,5,0.08192
TU_Vienna_TKL_2,30,6,0.065536
TU_Vienna_TKL_2,30,7,0
UB_NLP_RUN_1,1,1,0
UB_NLP_RUN_1,1,2,0
UB_NLP_RUN_1,1,3,0
UB_NLP_RUN_1,1,4,0
UB_NLP_RUN_1,1,5,0
UB_NLP_RUN_1,1,6,0
UB_NLP_RUN_1,1,7,0
UB_NLP_RUN_1,2,1,0
UB_NLP_RUN_1,2,2,0
UB_NLP_RUN_1,2,3,0
UB_NLP_RUN_1,2,4,0
UB_NLP_RUN_1,2,5,0
UB_NLP_RUN_1,2,6,0
UB_NLP_RUN_1,2,7,0
UB_NLP_RUN_1,3,1,0
UB_NLP_RUN_1,3,2,0
UB_NLP_RUN_1,3,3,0.064
UB_NLP_RUN_1,3,4,0
UB_NLP_RUN_1,3,5,0
UB_NLP_RUN_1,3,6,0
UB_NLP_RUN_1,3,7,0
UB_NLP_RUN_1,4,1,0
UB_NLP_RUN_1,4,2,0
UB_NLP_RUN_1,4,3,0
UB_NLP_RUN_1,4,4,0
UB_NLP_RUN_1,4,5,0.08192
UB_NLP_RUN_1,4,6,0.065536
UB_NLP_RUN_1,4,7,0.0262144
UB_NLP_RUN_1,5,1,0
UB_NLP_RUN_1,5,2,0.08
UB_NLP_RUN_1,5,3,0.128
UB_NLP_RUN_1,5,4,0.1024
UB_NLP_RUN_1,5,5,0
UB_NLP_RUN_1,5,6,0
UB_NLP_RUN_1,5,7,0
UB_NLP_RUN_1,6,1,0.2
UB_NLP_RUN_1,6,2,0
UB_NLP_RUN_1,6,3,0.064
UB_NLP_RUN_1,6,4,0.0512
UB_NLP_RUN_1,6,5,0.08192
UB_NLP_RUN_1,6,6,0
UB_NLP_RUN_1,6,7,0.0524288
UB_NLP_RUN_1,7,1,0.2
UB_NLP_RUN_1,7,2,0.16
UB_NLP_RUN_1,7,3,0
UB_NLP_RUN_1,7,4,0
UB_NLP_RUN_1,7,5,0
UB_NLP_RUN_1,7,6,0
UB_NLP_RUN_1,7,7,0
UB_NLP_RUN_1,8,1,0
UB_NLP_RUN_1,8,2,0
UB_NLP_RUN_1,8,3,0
UB_NLP_RUN_1,8,4,0.1024
UB_NLP_RUN_1,8,5,0.04096
UB_NLP_RUN_1,8,6,0
UB_NLP_RUN_1,8,7,0
UB_NLP_RUN_1,9,1,0.2
UB_NLP_RUN_1,9,2,0
UB_NLP_RUN_1,9,3,0.128
UB_NLP_RUN_1,9,4,0.1024
UB_NLP_RUN_1,9,5,0
UB_NLP_RUN_1,9,6,0
UB_NLP_RUN_1,9,7,0
UB_NLP_RUN_1,10,1,0.1
UB_NLP_RUN_1,10,2,0.16
UB_NLP_RUN_1,10,3,0
UB_NLP_RUN_1,10,4,0
UB_NLP_RUN_1,10,5,0.08192
UB_NLP_RUN_1,10,6,0.065536
UB_NLP_RUN_1,10,7,0
UB_NLP_RUN_1,11,1,0
UB_NLP_RUN_1,11,2,0
UB_NLP_RUN_1,11,3,0
UB_NLP_RUN_1,11,4,0
UB_NLP_RUN_1,11,5,0
UB_NLP_RUN_1,11,6,0
UB_NLP_RUN_1,11,7,0.0262144
UB_NLP_RUN_1,12,1,0.1
UB_NLP_RUN_1,12,2,0
UB_NLP_RUN_1,12,3,0
UB_NLP_RUN_1,12,4,0.1024
UB_NLP_RUN_1,12,5,0.04096
UB_NLP_RUN_1,12,6,0.032768
UB_NLP_RUN_1,12,7,0
UB_NLP_RUN_1,13,1,0.1
UB_NLP_RUN_1,13,2,0
UB_NLP_RUN_1,13,3,0.064
UB_NLP_RUN_1,13,4,0.0512
UB_NLP_RUN_1,13,5,0.08192
UB_NLP_RUN_1,13,6,0
UB_NLP_RUN_1,13,7,0.0262144
UB_NLP_RUN_1,14,1,0
UB_NLP_RUN_1,14,2,0
UB_NLP_RUN_1,14,3,0
UB_NLP_RUN_1,14,4,0
UB_NLP_RUN_1,14,5,0
UB_NLP_RUN_1,14,6,0
UB_NLP_RUN_1,14,7,0
UB_NLP_RUN_1,15,1,0
UB_NLP_RUN_1,15,2,0
UB_NLP_RUN_1,15,3,0.064
UB_NLP_RUN_1,15,4,0
UB_NLP_RUN_1,15,5,0
UB_NLP_RUN_1,15,6,0
UB_NLP_RUN_1,15,7,0.0524288
UB_NLP_RUN_1,16,1,0.1
UB_NLP_RUN_1,16,2,0.16
UB_NLP_RUN_1,16,3,0
UB_NLP_RUN_1,16,4,0
UB_NLP_RUN_1,16,5,0.04096
UB_NLP_RUN_1,16,6,0
UB_NLP_RUN_1,16,7,0.0262144
UB_NLP_RUN_1,17,1,0.2
UB_NLP_RUN_1,17,2,0
UB_NLP_RUN_1,17,3,0.064
UB_NLP_RUN_1,17,4,0
UB_NLP_RUN_1,17,5,0.04096
UB_NLP_RUN_1,17,6,0
UB_NLP_RUN_1,17,7,0
UB_NLP_RUN_1,18,1,0
UB_NLP_RUN_1,18,2,0
UB_NLP_RUN_1,18,3,0
UB_NLP_RUN_1,18,4,0
UB_NLP_RUN_1,18,5,0
UB_NLP_RUN_1,18,6,0
UB_NLP_RUN_1,18,7,0.0262144
UB_NLP_RUN_1,19,1,0
UB_NLP_RUN_1,19,2,0
UB_NLP_RUN_1,19,3,0
UB_NLP_RUN_1,19,4,0.0512
UB_NLP_RUN_1,19,5,0
UB_NLP_RUN_1,19,6,0
UB_NLP_RUN_1,19,7,0
UB_NLP_RUN_1,20,1,0
UB_NLP_RUN_1,20,2,0
UB_NLP_RUN_1,20,3,0
UB_NLP_RUN_1,20,4,0.0512
UB_NLP_RUN_1,20,5,0
UB_NLP_RUN_1,20,6,0
UB_NLP_RUN_1,20,7,0
UB_NLP_RUN_1,21,1,0
UB_NLP_RUN_1,21,2,0.08
UB_NLP_RUN_1,21,3,0
UB_NLP_RUN_1,21,4,0
UB_NLP_RUN_1,21,5,0
UB_NLP_RUN_1,21,6,0
UB_NLP_RUN_1,21,7,0
UB_NLP_RUN_1,22,1,0.2
UB_NLP_RUN_1,22,2,0.16
UB_NLP_RUN_1,22,3,0.128
UB_NLP_RUN_1,22,4,0.1024
UB_NLP_RUN_1,22,5,0.08192
UB_NLP_RUN_1,22,6,0.065536
UB_NLP_RUN_1,22,7,0
UB_NLP_RUN_1,23,1,0
UB_NLP_RUN_1,23,2,0
UB_NLP_RUN_1,23,3,0
UB_NLP_RUN_1,23,4,0
UB_NLP_RUN_1,23,5,0.08192
UB_NLP_RUN_1,23,6,0
UB_NLP_RUN_1,23,7,0
UB_NLP_RUN_1,24,1,0
UB_NLP_RUN_1,24,2,0
UB_NLP_RUN_1,24,3,0
UB_NLP_RUN_1,24,4,0
UB_NLP_RUN_1,24,5,0.04096
UB_NLP_RUN_1,24,6,0
UB_NLP_RUN_1,24,7,0
UB_NLP_RUN_1,25,1,0.2
UB_NLP_RUN_1,25,2,0
UB_NLP_RUN_1,25,3,0.128
UB_NLP_RUN_1,25,4,0.1024
UB_NLP_RUN_1,25,5,0.04096
UB_NLP_RUN_1,25,6,0.065536
UB_NLP_RUN_1,25,7,0.0524288
UB_NLP_RUN_1,26,1,0
UB_NLP_RUN_1,26,2,0.16
UB_NLP_RUN_1,26,3,0.128
UB_NLP_RUN_1,26,4,0
UB_NLP_RUN_1,26,5,0.08192
UB_NLP_RUN_1,26,6,0
UB_NLP_RUN_1,26,7,0
UB_NLP_RUN_1,27,1,0
UB_NLP_RUN_1,27,2,0.16
UB_NLP_RUN_1,27,3,0
UB_NLP_RUN_1,27,4,0.0512
UB_NLP_RUN_1,27,5,0
UB_NLP_RUN_1,27,6,0
UB_NLP_RUN_1,27,7,0
UB_NLP_RUN_1,28,1,0
UB_NLP_RUN_1,28,2,0.16
UB_NLP_RUN_1,28,3,0.128
UB_NLP_RUN_1,28,4,0
UB_NLP_RUN_1,28,5,0
UB_NLP_RUN_1,28,6,0
UB_NLP_RUN_1,28,7,0
UB_NLP_RUN_1,29,1,0.2
UB_NLP_RUN_1,29,2,0.16
UB_NLP_RUN_1,29,3,0
UB_NLP_RUN_1,29,4,0
UB_NLP_RUN_1,29,5,0.08192
UB_NLP_RUN_1,29,6,0.065536
UB_NLP_RUN_1,29,7,0.0524288
UB_NLP_RUN_1,30,1,0
UB_NLP_RUN_1,30,2,0
UB_NLP_RUN_1,30,3,0
UB_NLP_RUN_1,30,4,0
UB_NLP_RUN_1,30,5,0
UB_NLP_RUN_1,30,6,0
UB_NLP_RUN_1,30,7,0
udel_fang_run1,1,1,0.2
udel_fang_run1,1,2,0.08
udel_fang_run1,1,3,0
udel_fang_run1,1,4,0
udel_fang_run1,1,5,0.04096
udel_fang_run1,1,6,0.065536
udel_fang_run1,1,7,0.0524288
udel_fang_run1,2,1,0
udel_fang_run1,2,2,0
udel_fang_run1,2,3,0.128
udel_fang_run1,2,4,0.0512
udel_fang_run1,2,5,0.08192
udel_fang_run1,2,6,0.032768
udel_fang_run1,2,7,0
udel_fang_run1,3,1,0
udel_fang_run1,3,2,0
udel_fang_run1,3,3,0
udel_fang_run1,3,4,0
udel_fang_run1,3,5,0
udel_fang_run1,3,6,0
udel_fang_run1,3,7,0
udel_fang_run1,4,1,0
udel_fang_run1,4,2,0
udel_fang_run1,4,3,0
udel_fang_run1,4,4,0
udel_fang_run1,4,5,0.04096
udel_fang_run1,4,6,0.065536
udel_fang_run1,4,7,0
udel_fang_run1,5,1,0.2
udel_fang_run1,5,2,0
udel_fang_run1,5,3,0.128
udel_fang_run1,5,4,0.0512
udel_fang_run1,5,5,0
udel_fang_run1,5,6,0
udel_fang_run1,5,7,0.0524288
udel_fang_run1,6,1,0.1
udel_fang_run1,6,2,0.16
udel_fang_run1,6,3,0.128
udel_fang_run1,6,4,0.1024
udel_fang_run1,6,5,0
udel_fang_run1,6,6,0.065536
udel_fang_run1,6,7,0.0524288
udel_fang_run1,7,1,0
udel_fang_run1,7,2,0.16
udel_fang_run1,7,3,0
udel_fang_run1,7,4,0.1024
udel_fang_run1,7,5,0.08192
udel_fang_run1,7,6,0
udel_fang_run1,7,7,0.0524288
udel_fang_run1,8,1,0
udel_fang_run1,8,2,0.08
udel_fang_run1,8,3,0.064
udel_fang_run1,8,4,0.1024
udel_fang_run1,8,5,0
udel_fang_run1,8,6,0
udel_fang_run1,8,7,0.0262144
udel_fang_run1,9,1,0
udel_fang_run1,9,2,0.16
udel_fang_run1,9,3,0.128
udel_fang_run1,9,4,0.1024
udel_fang_run1,9,5,0
udel_fang_run1,9,6,0
udel_fang_run1,9,7,0.0262144
udel_fang_run1,10,1,0.2
udel_fang_run1,10,2,0.08
udel_fang_run1,10,3,0.128
udel_fang_run1,10,4,0.1024
udel_fang_run1,10,5,0.08192
udel_fang_run1,10,6,0.032768
udel_fang_run1,10,7,0.0524288
udel_fang_run1,11,1,0.1
udel_fang_run1,11,2,0
udel_fang_run1,11,3,0.064
udel_fang_run1,11,4,0.0512
udel_fang_run1,11,5,0.04096
udel_fang_run1,11,6,0.065536
udel_fang_run1,11,7,0.0262144
udel_fang_run1,12,1,0
udel_fang_run1,12,2,0
udel_fang_run1,12,3,0
udel_fang_run1,12,4,0
udel_fang_run1,12,5,0
udel_fang_run1,12,6,0.065536
udel_fang_run1,12,7,0
udel_fang_run1,13,1,0.2
udel_fang_run1,13,2,0.08
udel_fang_run1,13,3,0
udel_fang_run1,13,4,0.1024
udel_fang_run1,13,5,0
udel_fang_run1,13,6,0.065536
udel_fang_run1,13,7,0
udel_fang_run1,14,1,0.1
udel_fang_run1,14,2,0
udel_fang_run1,14,3,0
udel_fang_run1,14,4,0
udel_fang_run1,14,5,0
udel_fang_run1,14,6,0
udel_fang_run1,14,7,0.0262144
udel_fang_run1,15,1,0
udel_fang_run1,15,2,0
udel_fang_run1,15,3,0
udel_fang_run1,15,4,0
udel_fang_run1,15,5,0
udel_fang_run1,15,6,0
udel_fang_run1,15,7,0
udel_fang_run1,16,1,0
udel_fang_run1,16,2,0.08
udel_fang_run1,16,3,0.064
udel_fang_run1,16,4,0.0512
udel_fang_run1,16,5,0
udel_fang_run1,16,6,0
udel_fang_run1,16,7,0
udel_fang_run1,17,1,0.2
udel_fang_run1,17,2,0.16
udel_fang_run1,17,3,0.128
udel_fang_run1,17,4,0.0512
udel_fang_run1,17,5,0.08192
udel_fang_run1,17,6,0.065536
udel_fang_run1,17,7,0
udel_fang_run1,18,1,0.2
udel_fang_run1,18,2,0.16
udel_fang_run1,18,3,0
udel_fang_run1,18,4,0.0512
udel_fang_run1,18,5,0.08192
udel_fang_run1,18,6,0
udel_fang_run1,18,7,0.0262144
udel_fang_run1,19,1,0.2
udel_fang_run1,19,2,0
udel_fang_run1,19,3,0
udel_fang_run1,19,4,0
udel_fang_run1,19,5,0
udel_fang_run1,19,6,0
udel_fang_run1,19,7,0.0524288
udel_fang_run1,20,1,0.2
udel_fang_run1,20,2,0.16
udel_fang_run1,20,3,0.128
udel_fang_run1,20,4,0.1024
udel_fang_run1,20,5,0.08192
udel_fang_run1,20,6,0.065536
udel_fang_run1,20,7,0.0262144
udel_fang_run1,21,1,0.2
udel_fang_run1,21,2,0.16
udel_fang_run1,21,3,0
udel_fang_run1,21,4,0.1024
udel_fang_run1,21,5,0
udel_fang_run1,21,6,0
udel_fang_run1,21,7,0.0524288
udel_fang_run1,22,1,0.2
udel_fang_run1,22,2,0
udel_fang_run1,22,3,0.128
udel_fang_run1,22,4,0.1024
udel_fang_run1,22,5,0.08192
udel_fang_run1,22,6,0
udel_fang_run1,22,7,0.0524288
udel_fang_run1,23,1,0.2
udel_fang_run1,23,2,0.16
udel_fang_run1,23,3,0.128
udel_fang_run1,23,4,0.1024
udel_fang_run1,23,5,0
udel_fang_run1,23,6,0.065536
udel_fang_run1,23,7,0
udel_fang_run1,24,1,0.2
udel_fang_run1,24,2,0.08
udel_fang_run1,24,3,0.128
udel_fang_run1,24,4,0.0512
udel_fang_run1,24,5,0.04096
udel_fang_run1,24,6,0.032768
udel_fang_run1,24,7,0
udel_fang_run1,25,1,0
udel_fang_run1,25,2,0.16
udel_fang_run1,25,3,0.128
udel_fang_run1,25,4,0
udel_fang_run1,25,5,0
udel_fang_run1,25,6,0
udel_fang_run1,25,7,0.0524288
udel_fang_run1,26,1,0
udel_fang_run1,26,2,0.16
udel_fang_run1,26,3,0.128
udel_fang_run1,26,4,0.1024
udel_fang_run1,26,5,0
udel_fang_run1,26,6,0
udel_fang_run1,26,7,0
udel_fang_run1,27,1,0.2
udel_fang_run1,27,2,0.08
udel_fang_run1,27,3,0.128
udel_fang_run1,27,4,0.1024
udel_fang_run1,27,5,0
udel_fang_run1,27,6,0
udel_fang_run1,27,7,0
udel_fang_run1,28,1,0
udel_fang_run1,28,2,0.16
udel_fang_run1,28,3,0.128
udel_fang_run1,28,4,0.1024
udel_fang_run1,28,5,0.08192
udel_fang_run1,28,6,0.065536
udel_fang_run1,28,7,0.0524288
udel_fang_run1,29,1,0.2
udel_fang_run1,29,2,0.16
udel_fang_run1,29,3,0.128
udel_fang_run1,29,4,0
udel_fang_run1,29,5,0.08192
udel_fang_run1,29,6,0.065536
udel_fang_run1,29,7,0.0524288
udel_fang_run1,30,1,0.2
udel_fang_run1,30,2,0.16
udel_fang_run1,30,3,0.128
udel_fang_run1,30,4,0.0512
udel_fang_run1,30,5,0.08192
udel_fang_run1,30,6,0
udel_fang_run1,30,7,0.0524288
udel_fang_run2,1,1,0.2
udel_fang_run2,1,2,0.16
udel_fang_run2,1,3,0.128
udel_fang_run2,1,4,0.0512
udel_fang_run2,1,5,0.04096
udel_fang_run2,1,6,0
udel_fang_run2,1,7,0.0524288
udel_fang_run2,2,1,0.2
udel_fang_run2,2,2,0.16
udel_fang_run2,2,3,0.064
udel_fang_run2,2,4,0
udel_fang_run2,2,5,0
udel_fang_run2,2,6,0.032768
udel_fang_run2,2,7,0.0262144
udel_fang_run2,3,1,0
udel_fang_run2,3,2,0
udel_fang_run2,3,3,0
udel_fang_run2,3,4,0
udel_fang_run2,3,5,0
udel_fang_run2,3,6,0
udel_fang_run2,3,7,0
udel_fang_run2,4,1,0.2
udel_fang_run2,4,2,0.16
udel_fang_run2,4,3,0.064
udel_fang_run2,4,4,0
udel_fang_run2,4,5,0
udel_fang_run2,4,6,0
udel_fang_run2,4,7,0
udel_fang_run2,5,1,0
udel_fang_run2,5,2,0.16
udel_fang_run2,5,3,0.064
udel_fang_run2,5,4,0.1024
udel_fang_run2,5,5,0.08192
udel_fang_run2,5,6,0.065536
udel_fang_run2,5,7,0.0524288
udel_fang_run2,6,1,0
udel_fang_run2,6,2,0
udel_fang_run2,6,3,0
udel_fang_run2,6,4,0.0512
udel_fang_run2,6,5,0
udel_fang_run2,6,6,0.065536
udel_fang_run2,6,7,0.0524288
udel_fang_run2,7,1,0
udel_fang_run2,7,2,0
udel_fang_run2,7,3,0
udel_fang_run2,7,4,0
udel_fang_run2,7,5,0.08192
udel_fang_run2,7,6,0
udel_fang_run2,7,7,0
udel_fang_run2,8,1,0
udel_fang_run2,8,2,0
udel_fang_run2,8,3,0
udel_fang_run2,8,4,0
udel_fang_run2,8,5,0
udel_fang_run2,8,6,0.032768
udel_fang_run2,8,7,0
udel_fang_run2,9,1,0
udel_fang_run2,9,2,0
udel_fang_run2,9,3,0
udel_fang_run2,9,4,0.0512
udel_fang_run2,9,5,0
udel_fang_run2,9,6,0
udel_fang_run2,9,7,0
udel_fang_run2,10,1,0.2
udel_fang_run2,10,2,0.16
udel_fang_run2,10,3,0.128
udel_fang_run2,10,4,0.1024
udel_fang_run2,10,5,0.08192
udel_fang_run2,10,6,0.065536
udel_fang_run2,10,7,0.0524288
udel_fang_run2,11,1,0
udel_fang_run2,11,2,0
udel_fang_run2,11,3,0.064
udel_fang_run2,11,4,0
udel_fang_run2,11,5,0
udel_fang_run2,11,6,0
udel_fang_run2,11,7,0.0262144
udel_fang_run2,12,1,0.2
udel_fang_run2,12,2,0.16
udel_fang_run2,12,3,0.064
udel_fang_run2,12,4,0.0512
udel_fang_run2,12,5,0.08192
udel_fang_run2,12,6,0.065536
udel_fang_run2,12,7,0.0524288
udel_fang_run2,13,1,0
udel_fang_run2,13,2,0
udel_fang_run2,13,3,0.064
udel_fang_run2,13,4,0
udel_fang_run2,13,5,0.08192
udel_fang_run2,13,6,0
udel_fang_run2,13,7,0
udel_fang_run2,14,1,0.1
udel_fang_run2,14,2,0
udel_fang_run2,14,3,0
udel_fang_run2,14,4,0
udel_fang_run2,14,5,0
udel_fang_run2,14,6,0.032768
udel_fang_run2,14,7,0
udel_fang_run2,15,1,0
udel_fang_run2,15,2,0.08
udel_fang_run2,15,3,0
udel_fang_run2,15,4,0
udel_fang_run2,15,5,0
udel_fang_run2,15,6,0.032768
udel_fang_run2,15,7,0.0262144
udel_fang_run2,16,1,0.2
udel_fang_run2,16,2,0
udel_fang_run2,16,3,0.064
udel_fang_run2,16,4,0
udel_fang_run2,16,5,0
udel_fang_run2,16,6,0
udel_fang_run2,16,7,0
udel_fang_run2,17,1,0.2
udel_fang_run2,17,2,0.16
udel_fang_run2,17,3,0
udel_fang_run2,17,4,0.1024
udel_fang_run2,17,5,0.08192
udel_fang_run2,17,6,0.065536
udel_fang_run2,17,7,0.0524288
udel_fang_run2,18,1,0.2
udel_fang_run2,18,2,0.08
udel_fang_run2,18,3,0.064
udel_fang_run2,18,4,0.1024
udel_fang_run2,18,5,0
udel_fang_run2,18,6,0.065536
udel_fang_run2,18,7,0
udel_fang_run2,19,1,0
udel_fang_run2,19,2,0
udel_fang_run2,19,3,0
udel_fang_run2,19,4,0
udel_fang_run2,19,5,0
udel_fang_run2,19,6,0
udel_fang_run2,19,7,0
udel_fang_run2,20,1,0
udel_fang_run2,20,2,0.08
udel_fang_run2,20,3,0
udel_fang_run2,20,4,0
udel_fang_run2,20,5,0
udel_fang_run2,20,6,0
udel_fang_run2,20,7,0
udel_fang_run2,21,1,0.2
udel_fang_run2,21,2,0.16
udel_fang_run2,21,3,0
udel_fang_run2,21,4,0.0512
udel_fang_run2,21,5,0
udel_fang_run2,21,6,0
udel_fang_run2,21,7,0
udel_fang_run2,22,1,0.2
udel_fang_run2,22,2,0.16
udel_fang_run2,22,3,0.128
udel_fang_run2,22,4,0.1024
udel_fang_run2,22,5,0.04096
udel_fang_run2,22,6,0
udel_fang_run2,22,7,0
udel_fang_run2,23,1,0.2
udel_fang_run2,23,2,0
udel_fang_run2,23,3,0.128
udel_fang_run2,23,4,0.1024
udel_fang_run2,23,5,0.04096
udel_fang_run2,23,6,0
udel_fang_run2,23,7,0
udel_fang_run2,24,1,0.2
udel_fang_run2,24,2,0.08
udel_fang_run2,24,3,0.064
udel_fang_run2,24,4,0
udel_fang_run2,24,5,0
udel_fang_run2,24,6,0
udel_fang_run2,24,7,0
udel_fang_run2,25,1,0
udel_fang_run2,25,2,0.16
udel_fang_run2,25,3,0
udel_fang_run2,25,4,0.0512
udel_fang_run2,25,5,0
udel_fang_run2,25,6,0
udel_fang_run2,25,7,0
udel_fang_run2,26,1,0.2
udel_fang_run2,26,2,0.16
udel_fang_run2,26,3,0
udel_fang_run2,26,4,0
udel_fang_run2,26,5,0
udel_fang_run2,26,6,0
udel_fang_run2,26,7,0
udel_fang_run2,27,1,0
udel_fang_run2,27,2,0
udel_fang_run2,27,3,0
udel_fang_run2,27,4,0
udel_fang_run2,27,5,0
udel_fang_run2,27,6,0
udel_fang_run2,27,7,0
udel_fang_run2,28,1,0.2
udel_fang_run2,28,2,0.16
udel_fang_run2,28,3,0.128
udel_fang_run2,28,4,0.1024
udel_fang_run2,28,5,0.08192
udel_fang_run2,28,6,0.065536
udel_fang_run2,28,7,0.0524288
udel_fang_run2,29,1,0.2
udel_fang_run2,29,2,0.08
udel_fang_run2,29,3,0.064
udel_fang_run2,29,4,0.0512
udel_fang_run2,29,5,0.08192
udel_fang_run2,29,6,0.065536
udel_fang_run2,29,7,0
udel_fang_run2,30,1,0.2
udel_fang_run2,30,2,0.08
udel_fang_run2,30,3,0.128
udel_fang_run2,30,4,0.0512
udel_fang_run2,30,5,0.08192
udel_fang_run2,30,6,0.032768
udel_fang_run2,30,7,0.0262144
udel_fang_run3,1,1,0.2
udel_fang_run3,1,2,0.08
udel_fang_run3,1,3,0.128
udel_fang_run3,1,4,0.0512
udel_fang_run3,1,5,0
udel_fang_run3,1,6,0
udel_fang_run3,1,7,0.0262144
udel_fang_run3,2,1,0
udel_fang_run3,2,2,0
udel_fang_run3,2,3,0.128
udel_fang_run3,2,4,0.0512
udel_fang_run3,2,5,0
udel_fang_run3,2,6,0
udel_fang_run3,2,7,0
udel_fang_run3,3,1,0
udel_fang_run3,3,2,0
udel_fang_run3,3,3,0
udel_fang_run3,3,4,0
udel_fang_run3,3,5,0.04096
udel_fang_run3,3,6,0
udel_fang_run3,3,7,0
udel_fang_run3,4,1,0.1
udel_fang_run3,4,2,0
udel_fang_run3,4,3,0
udel_fang_run3,4,4,0.0512
udel_fang_run3,4,5,0
udel_fang_run3,4,6,0
udel_fang_run3,4,7,0
udel_fang_run3,5,1,0.2
udel_fang_run3,5,2,0.16
udel_fang_run3,5,3,0.128
udel_fang_run3,5,4,0
udel_fang_run3,5,5,0
udel_fang_run3,5,6,0.065536
udel_fang_run3,5,7,0.0524288
udel_fang_run3,6,1,0.2
udel_fang_run3,6,2,0.16
udel_fang_run3,6,3,0.128
udel_fang_run3,6,4,0.0512
