system,topic,rank,score
CBOWexp.0,5,4,0
CBOWexp.0,5,5,0
CBOWexp.0,5,6,0
CBOWexp.0,5,7,0
CBOWexp.0,6,1,0.1
CBOWexp.0,6,2,0.08
CBOWexp.0,6,3,0.064
CBOWexp.0,6,4,0
CBOWexp.0,6,5,0.08192
CBOWexp.0,6,6,0.032768
CBOWexp.0,6,7,0
CBOWexp.0,7,1,0.2
CBOWexp.0,7,2,0
CBOWexp.0,7,3,0
CBOWexp.0,7,4,0
CBOWexp.0,7,5,0.08192
CBOWexp.0,7,6,0.065536
CBOWexp.0,7,7,0.0524288
CBOWexp.0,8,1,0
CBOWexp.0,8,2,0
CBOWexp.0,8,3,0
CBOWexp.0,8,4,0
CBOWexp.0,8,5,0
CBOWexp.0,8,6,0
CBOWexp.0,8,7,0
CBOWexp.0,9,1,0.1
CBOWexp.0,9,2,0.16
CBOWexp.0,9,3,0.064
CBOWexp.0,9,4,0
CBOWexp.0,9,5,0.08192
CBOWexp.0,9,6,0.065536
CBOWexp.0,9,7,0
CBOWexp.0,10,1,0.2
CBOWexp.0,10,2,0.08
CBOWexp.0,10,3,0
CBOWexp.0,10,4,0
CBOWexp.0,10,5,0.04096
CBOWexp.0,10,6,0.065536
CBOWexp.0,10,7,0.0524288
CBOWexp.0,11,1,0
CBOWexp.0,11,2,0
CBOWexp.0,11,3,0
CBOWexp.0,11,4,0
CBOWexp.0,11,5,0
CBOWexp.0,11,6,0
CBOWexp.0,11,7,0.0262144
CBOWexp.0,12,1,0
CBOWexp.0,12,2,0.16
CBOWexp.0,12,3,0.064
CBOWexp.0,12,4,0.1024
CBOWexp.0,12,5,0.08192
CBOWexp.0,12,6,0
CBOWexp.0,12,7,0.0524288
CBOWexp.0,13,1,0.1
CBOWexp.0,13,2,0.08
CBOWexp.0,13,3,0
CBOWexp.0,13,4,0.0512
CBOWexp.0,13,5,0
CBOWexp.0,13,6,0.032768
CBOWexp.0,13,7,0
CBOWexp.0,14,1,0
CBOWexp.0,14,2,0.08
CBOWexp.0,14,3,0.064
CBOWexp.0,14,4,0.0512
CBOWexp.0,14,5,0.04096
CBOWexp.0,14,6,0
CBOWexp.0,14,7,0.0262144
CBOWexp.0,15,1,0
CBOWexp.0,15,2,0
CBOWexp.0,15,3,0
CBOWexp.0,15,4,0
CBOWexp.0,15,5,0
CBOWexp.0,15,6,0
CBOWexp.0,15,7,0
CBOWexp.0,16,1,0
CBOWexp.0,16,2,0
CBOWexp.0,16,3,0.128
CBOWexp.0,16,4,0
CBOWexp.0,16,5,0
CBOWexp.0,16,6,0.032768
CBOWexp.0,16,7,0.0262144
CBOWexp.0,17,1,0.2
CBOWexp.0,17,2,0
CBOWexp.0,17,3,0.064
CBOWexp.0,17,4,0
CBOWexp.0,17,5,0
CBOWexp.0,17,6,0
CBOWexp.0,17,7,0.0524288
CBOWexp.0,18,1,0
CBOWexp.0,18,2,0.08
CBOWexp.0,18,3,0.064
CBOWexp.0,18,4,0.0512
CBOWexp.0,18,5,0.08192
CBOWexp.0,18,6,0
CBOWexp.0,18,7,0.0262144
CBOWexp.0,19,1,0.1
CBOWexp.0,19,2,0.16
CBOWexp.0,19,3,0.128
CBOWexp.0,19,4,0
CBOWexp.0,19,5,0
CBOWexp.0,19,6,0.065536
CBOWexp.0,19,7,0.0262144
CBOWexp.0,20,1,0
CBOWexp.0,20,2,0
CBOWexp.0,20,3,0
CBOWexp.0,20,4,0
CBOWexp.0,20,5,0
CBOWexp.0,20,6,0
CBOWexp.0,20,7,0
CBOWexp.0,21,1,0.2
CBOWexp.0,21,2,0
CBOWexp.0,21,3,0
CBOWexp.0,21,4,0
CBOWexp.0,21,5,0
CBOWexp.0,21,6,0
CBOWexp.0,21,7,0
CBOWexp.0,22,1,0
CBOWexp.0,22,2,0
CBOWexp.0,22,3,0
CBOWexp.0,22,4,0
CBOWexp.0,22,5,0
CBOWexp.0,22,6,0
CBOWexp.0,22,7,0
CBOWexp.0,23,1,0
CBOWexp.0,23,2,0
CBOWexp.0,23,3,0
CBOWexp.0,23,4,0.1024
CBOWexp.0,23,5,0
CBOWexp.0,23,6,0
CBOWexp.0,23,7,0
CBOWexp.0,24,1,0
CBOWexp.0,24,2,0.08
CBOWexp.0,24,3,0
CBOWexp.0,24,4,0
CBOWexp.0,24,5,0
CBOWexp.0,24,6,0
CBOWexp.0,24,7,0
CBOWexp.0,25,1,0
CBOWexp.0,25,2,0
CBOWexp.0,25,3,0
CBOWexp.0,25,4,0
CBOWexp.0,25,5,0
CBOWexp.0,25,6,0
CBOWexp.0,25,7,0
CBOWexp.0,26,1,0
CBOWexp.0,26,2,0
CBOWexp.0,26,3,0
CBOWexp.0,26,4,0
CBOWexp.0,26,5,0.04096
CBOWexp.0,26,6,0.065536
CBOWexp.0,26,7,0
CBOWexp.0,27,1,0.2
CBOWexp.0,27,2,0
CBOWexp.0,27,3,0
CBOWexp.0,27,4,0
CBOWexp.0,27,5,0
CBOWexp.0,27,6,0.065536
CBOWexp.0,27,7,0.0262144
CBOWexp.0,28,1,0
CBOWexp.0,28,2,0.08
CBOWexp.0,28,3,0.064
CBOWexp.0,28,4,0
CBOWexp.0,28,5,0.08192
CBOWexp.0,28,6,0
CBOWexp.0,28,7,0
CBOWexp.0,29,1,0
CBOWexp.0,29,2,0
CBOWexp.0,29,3,0
CBOWexp.0,29,4,0.1024
CBOWexp.0,29,5,0.04096
CBOWexp.0,29,6,0.032768
CBOWexp.0,29,7,0.0262144
CBOWexp.0,30,1,0
CBOWexp.0,30,2,0
CBOWexp.0,30,3,0
CBOWexp.0,30,4,0.1024
CBOWexp.0,30,5,0.08192
CBOWexp.0,30,6,0.032768
CBOWexp.0,30,7,0
crowd1,1,1,0
crowd1,1,2,0
crowd1,1,3,0
crowd1,1,4,0.0512
crowd1,1,5,0.08192
crowd1,1,6,0
crowd1,1,7,0.0524288
crowd1,2,1,0.2
crowd1,2,2,0.16
crowd1,2,3,0.128
crowd1,2,4,0.1024
crowd1,2,5,0.04096
crowd1,2,6,0
crowd1,2,7,0.0524288
crowd1,3,1,0
crowd1,3,2,0
crowd1,3,3,0
crowd1,3,4,0
crowd1,3,5,0.04096
crowd1,3,6,0
crowd1,3,7,0
crowd1,4,1,0
crowd1,4,2,0
crowd1,4,3,0
crowd1,4,4,0.0512
crowd1,4,5,0
crowd1,4,6,0
crowd1,4,7,0
crowd1,5,1,0.2
crowd1,5,2,0
crowd1,5,3,0.128
crowd1,5,4,0
crowd1,5,5,0
crowd1,5,6,0
crowd1,5,7,0.0524288
crowd1,6,1,0.1
crowd1,6,2,0.08
crowd1,6,3,0
crowd1,6,4,0.0512
crowd1,6,5,0
crowd1,6,6,0.032768
crowd1,6,7,0.0262144
crowd1,7,1,0.2
crowd1,7,2,0.16
crowd1,7,3,0
crowd1,7,4,0
crowd1,7,5,0.08192
crowd1,7,6,0
crowd1,7,7,0
crowd1,8,1,0
crowd1,8,2,0
crowd1,8,3,0
crowd1,8,4,0
crowd1,8,5,0
crowd1,8,6,0
crowd1,8,7,0
crowd1,9,1,0.2
crowd1,9,2,0
crowd1,9,3,0.128
crowd1,9,4,0.1024
crowd1,9,5,0.04096
crowd1,9,6,0.032768
crowd1,9,7,0.0524288
crowd1,10,1,0.2
crowd1,10,2,0.16
crowd1,10,3,0.064
crowd1,10,4,0.1024
crowd1,10,5,0.08192
crowd1,10,6,0.065536
crowd1,10,7,0.0262144
crowd1,11,1,0
crowd1,11,2,0.08
crowd1,11,3,0.064
crowd1,11,4,0
crowd1,11,5,0.04096
crowd1,11,6,0
crowd1,11,7,0
crowd1,12,1,0.1
crowd1,12,2,0.16
crowd1,12,3,0.064
crowd1,12,4,0.1024
crowd1,12,5,0.08192
crowd1,12,6,0.065536
crowd1,12,7,0
crowd1,13,1,0.1
crowd1,13,2,0
crowd1,13,3,0.064
crowd1,13,4,0
crowd1,13,5,0.08192
crowd1,13,6,0.032768
crowd1,13,7,0.0524288
crowd1,14,1,0.1
crowd1,14,2,0
crowd1,14,3,0.128
crowd1,14,4,0.0512
crowd1,14,5,0.04096
crowd1,14,6,0.065536
crowd1,14,7,0.0524288
crowd1,15,1,0.1
crowd1,15,2,0.08
crowd1,15,3,0
crowd1,15,4,0.0512
crowd1,15,5,0
crowd1,15,6,0
crowd1,15,7,0.0524288
crowd1,16,1,0.1
crowd1,16,2,0
crowd1,16,3,0
crowd1,16,4,0
crowd1,16,5,0.08192
crowd1,16,6,0
crowd1,16,7,0.0262144
crowd1,17,1,0.2
crowd1,17,2,0.16
crowd1,17,3,0.128
crowd1,17,4,0.1024
crowd1,17,5,0.08192
crowd1,17,6,0.065536
crowd1,17,7,0
crowd1,18,1,0.2
crowd1,18,2,0.16
crowd1,18,3,0.128
crowd1,18,4,0.0512
crowd1,18,5,0
crowd1,18,6,0.065536
crowd1,18,7,0.0524288
crowd1,19,1,0.2
crowd1,19,2,0
crowd1,19,3,0
crowd1,19,4,0.1024
crowd1,19,5,0
crowd1,19,6,0
crowd1,19,7,0.0262144
crowd1,20,1,0.2
crowd1,20,2,0.16
crowd1,20,3,0.128
crowd1,20,4,0.1024
crowd1,20,5,0.08192
crowd1,20,6,0
crowd1,20,7,0
crowd1,21,1,0.2
crowd1,21,2,0.16
crowd1,21,3,0.128
crowd1,21,4,0.0512
crowd1,21,5,0.08192
crowd1,21,6,0
crowd1,21,7,0.0262144
crowd1,22,1,0.2
crowd1,22,2,0.16
crowd1,22,3,0.128
crowd1,22,4,0
crowd1,22,5,0.08192
crowd1,22,6,0.065536
crowd1,22,7,0
crowd1,23,1,0.2
crowd1,23,2,0.16
crowd1,23,3,0.128
crowd1,23,4,0.1024
crowd1,23,5,0.08192
crowd1,23,6,0.065536
crowd1,23,7,0
crowd1,24,1,0.1
crowd1,24,2,0.16
crowd1,24,3,0.128
crowd1,24,4,0.0512
crowd1,24,5,0.04096
crowd1,24,6,0.065536
crowd1,24,7,0
crowd1,25,1,0.2
crowd1,25,2,0.16
crowd1,25,3,0.128
crowd1,25,4,0.1024
crowd1,25,5,0
crowd1,25,6,0.065536
crowd1,25,7,0
crowd1,26,1,0.2
crowd1,26,2,0.08
crowd1,26,3,0
crowd1,26,4,0.1024
crowd1,26,5,0
crowd1,26,6,0.065536
crowd1,26,7,0.0262144
crowd1,27,1,0.2
crowd1,27,2,0.16
crowd1,27,3,0.128
crowd1,27,4,0.1024
crowd1,27,5,0.04096
crowd1,27,6,0.065536
crowd1,27,7,0.0524288
crowd1,28,1,0.2
crowd1,28,2,0.16
crowd1,28,3,0.128
crowd1,28,4,0
crowd1,28,5,0.08192
crowd1,28,6,0
crowd1,28,7,0.0524288
crowd1,29,1,0.2
crowd1,29,2,0.16
crowd1,29,3,0.064
crowd1,29,4,0.1024
crowd1,29,5,0
crowd1,29,6,0
crowd1,29,7,0.0524288
crowd1,30,1,0.2
crowd1,30,2,0.16
crowd1,30,3,0.128
crowd1,30,4,0.0512
crowd1,30,5,0.08192
crowd1,30,6,0.065536
crowd1,30,7,0.0262144
crowd2,1,1,0
crowd2,1,2,0
crowd2,1,3,0.064
crowd2,1,4,0.1024
crowd2,1,5,0
crowd2,1,6,0.065536
crowd2,1,7,0.0524288
crowd2,2,1,0.2
crowd2,2,2,0.16
crowd2,2,3,0.128
crowd2,2,4,0.1024
crowd2,2,5,0.04096
crowd2,2,6,0.065536
crowd2,2,7,0
crowd2,3,1,0
crowd2,3,2,0
crowd2,3,3,0
crowd2,3,4,0.0512
crowd2,3,5,0
crowd2,3,6,0
crowd2,3,7,0
crowd2,4,1,0.2
crowd2,4,2,0.08
crowd2,4,3,0
crowd2,4,4,0
crowd2,4,5,0
crowd2,4,6,0
crowd2,4,7,0
crowd2,5,1,0.2
crowd2,5,2,0
crowd2,5,3,0
crowd2,5,4,0.1024
crowd2,5,5,0
crowd2,5,6,0
crowd2,5,7,0
crowd2,6,1,0.1
crowd2,6,2,0.08
crowd2,6,3,0.064
crowd2,6,4,0
crowd2,6,5,0
crowd2,6,6,0
crowd2,6,7,0.0262144
crowd2,7,1,0
crowd2,7,2,0
crowd2,7,3,0
crowd2,7,4,0
crowd2,7,5,0
crowd2,7,6,0
crowd2,7,7,0
crowd2,8,1,0.1
crowd2,8,2,0
crowd2,8,3,0
crowd2,8,4,0
crowd2,8,5,0
crowd2,8,6,0
crowd2,8,7,0
crowd2,9,1,0.2
crowd2,9,2,0.16
crowd2,9,3,0
crowd2,9,4,0.1024
crowd2,9,5,0
crowd2,9,6,0.032768
crowd2,9,7,0
crowd2,10,1,0.2
crowd2,10,2,0.16
crowd2,10,3,0.064
crowd2,10,4,0.1024
crowd2,10,5,0.08192
crowd2,10,6,0.065536
crowd2,10,7,0.0262144
crowd2,11,1,0
crowd2,11,2,0.08
crowd2,11,3,0
crowd2,11,4,0.0512
crowd2,11,5,0
crowd2,11,6,0
crowd2,11,7,0
crowd2,12,1,0.1
crowd2,12,2,0.16
crowd2,12,3,0.064
crowd2,12,4,0.1024
crowd2,12,5,0.08192
crowd2,12,6,0.065536
crowd2,12,7,0.0262144
crowd2,13,1,0.2
crowd2,13,2,0.08
crowd2,13,3,0
crowd2,13,4,0.1024
crowd2,13,5,0.04096
crowd2,13,6,0.032768
crowd2,13,7,0.0524288
crowd2,14,1,0.1
crowd2,14,2,0
crowd2,14,3,0.064
crowd2,14,4,0.0512
crowd2,14,5,0.08192
crowd2,14,6,0.065536
crowd2,14,7,0.0262144
crowd2,15,1,0.1
crowd2,15,2,0.08
crowd2,15,3,0.064
crowd2,15,4,0
crowd2,15,5,0
crowd2,15,6,0
crowd2,15,7,0.0262144
crowd2,16,1,0.1
crowd2,16,2,0
crowd2,16,3,0
crowd2,16,4,0
crowd2,16,5,0.04096
crowd2,16,6,0.032768
crowd2,16,7,0.0262144
crowd2,17,1,0.2
crowd2,17,2,0.16
crowd2,17,3,0.128
crowd2,17,4,0.1024
crowd2,17,5,0
crowd2,17,6,0.065536
crowd2,17,7,0.0524288
crowd2,18,1,0.2
crowd2,18,2,0.16
crowd2,18,3,0.128
crowd2,18,4,0.0512
crowd2,18,5,0
crowd2,18,6,0.032768
crowd2,18,7,0.0262144
crowd2,19,1,0.2
crowd2,19,2,0.16
crowd2,19,3,0
crowd2,19,4,0.0512
crowd2,19,5,0
crowd2,19,6,0
crowd2,19,7,0
crowd2,20,1,0.2
crowd2,20,2,0.16
crowd2,20,3,0.128
crowd2,20,4,0
crowd2,20,5,0.08192
crowd2,20,6,0
crowd2,20,7,0.0524288
crowd2,21,1,0.1
crowd2,21,2,0
crowd2,21,3,0.128
crowd2,21,4,0.1024
crowd2,21,5,0.08192
crowd2,21,6,0.065536
crowd2,21,7,0.0262144
crowd2,22,1,0.2
crowd2,22,2,0.16
crowd2,22,3,0.128
crowd2,22,4,0
crowd2,22,5,0
crowd2,22,6,0.065536
crowd2,22,7,0.0524288
crowd2,23,1,0.2
crowd2,23,2,0.16
crowd2,23,3,0.128
crowd2,23,4,0
crowd2,23,5,0.08192
crowd2,23,6,0.065536
crowd2,23,7,0.0524288
crowd2,24,1,0.1
crowd2,24,2,0.16
crowd2,24,3,0.128
crowd2,24,4,0.0512
crowd2,24,5,0
crowd2,24,6,0.032768
crowd2,24,7,0.0262144
crowd2,25,1,0.2
crowd2,25,2,0.16
crowd2,25,3,0.128
crowd2,25,4,0.1024
crowd2,25,5,0
crowd2,25,6,0.065536
crowd2,25,7,0.0524288
crowd2,26,1,0.2
crowd2,26,2,0.08
crowd2,26,3,0
crowd2,26,4,0.1024
crowd2,26,5,0.08192
crowd2,26,6,0.065536
crowd2,26,7,0
crowd2,27,1,0.2
crowd2,27,2,0.16
crowd2,27,3,0.064
crowd2,27,4,0.1024
crowd2,27,5,0.08192
crowd2,27,6,0.065536
crowd2,27,7,0
crowd2,28,1,0.2
crowd2,28,2,0.16
crowd2,28,3,0
crowd2,28,4,0
crowd2,28,5,0.08192
crowd2,28,6,0.065536
crowd2,28,7,0.0524288
crowd2,29,1,0.2
crowd2,29,2,0.16
crowd2,29,3,0.064
crowd2,29,4,0.1024
crowd2,29,5,0
crowd2,29,6,0
crowd2,29,7,0
crowd2,30,1,0.2
crowd2,30,2,0.16
crowd2,30,3,0.128
crowd2,30,4,0.0512
crowd2,30,5,0.08192
crowd2,30,6,0.032768
crowd2,30,7,0.0524288
CSIROmed_PE,1,1,0.2
CSIROmed_PE,1,2,0.16
CSIROmed_PE,1,3,0.064
CSIROmed_PE,1,4,0
CSIROmed_PE,1,5,0
CSIROmed_PE,1,6,0.065536
CSIROmed_PE,1,7,0.0524288
CSIROmed_PE,2,1,0
CSIROmed_PE,2,2,0
CSIROmed_PE,2,3,0
CSIROmed_PE,2,4,0
CSIROmed_PE,2,5,0.08192
CSIROmed_PE,2,6,0
CSIROmed_PE,2,7,0
CSIROmed_PE,3,1,0
CSIROmed_PE,3,2,0
CSIROmed_PE,3,3,0
CSIROmed_PE,3,4,0
CSIROmed_PE,3,5,0
CSIROmed_PE,3,6,0
CSIROmed_PE,3,7,0.0262144
CSIROmed_PE,4,1,0
CSIROmed_PE,4,2,0
CSIROmed_PE,4,3,0
CSIROmed_PE,4,4,0
CSIROmed_PE,4,5,0
CSIROmed_PE,4,6,0
CSIROmed_PE,4,7,0
CSIROmed_PE,5,1,0
CSIROmed_PE,5,2,0
CSIROmed_PE,5,3,0.064
CSIROmed_PE,5,4,0
CSIROmed_PE,5,5,0
CSIROmed_PE,5,6,0.065536
CSIROmed_PE,5,7,0
CSIROmed_PE,6,1,0
CSIROmed_PE,6,2,0
CSIROmed_PE,6,3,0
CSIROmed_PE,6,4,0.0512
CSIROmed_PE,6,5,0
CSIROmed_PE,6,6,0
CSIROmed_PE,6,7,0.0262144
CSIROmed_PE,7,1,0
CSIROmed_PE,7,2,0.16
CSIROmed_PE,7,3,0.128
CSIROmed_PE,7,4,0.1024
CSIROmed_PE,7,5,0.08192
CSIROmed_PE,7,6,0.065536
CSIROmed_PE,7,7,0.0524288
CSIROmed_PE,8,1,0.1
CSIROmed_PE,8,2,0
CSIROmed_PE,8,3,0.064
CSIROmed_PE,8,4,0
CSIROmed_PE,8,5,0.08192
CSIROmed_PE,8,6,0
CSIROmed_PE,8,7,0
CSIROmed_PE,9,1,0.2
CSIROmed_PE,9,2,0.16
CSIROmed_PE,9,3,0.064
CSIROmed_PE,9,4,0
CSIROmed_PE,9,5,0
CSIROmed_PE,9,6,0
CSIROmed_PE,9,7,0.0524288
CSIROmed_PE,10,1,0.2
CSIROmed_PE,10,2,0.16
CSIROmed_PE,10,3,0.128
CSIROmed_PE,10,4,0.0512
CSIROmed_PE,10,5,0.08192
CSIROmed_PE,10,6,0.032768
CSIROmed_PE,10,7,0.0262144
CSIROmed_PE,11,1,0.1
CSIROmed_PE,11,2,0
CSIROmed_PE,11,3,0
CSIROmed_PE,11,4,0
CSIROmed_PE,11,5,0
CSIROmed_PE,11,6,0
CSIROmed_PE,11,7,0
CSIROmed_PE,12,1,0.2
CSIROmed_PE,12,2,0
CSIROmed_PE,12,3,0.128
CSIROmed_PE,12,4,0
CSIROmed_PE,12,5,0.08192
CSIROmed_PE,12,6,0.032768
CSIROmed_PE,12,7,0.0524288
CSIROmed_PE,13,1,0.1
CSIROmed_PE,13,2,0.08
CSIROmed_PE,13,3,0.064
CSIROmed_PE,13,4,0
CSIROmed_PE,13,5,0.08192
CSIROmed_PE,13,6,0.065536
CSIROmed_PE,13,7,0.0524288
CSIROmed_PE,14,1,0.1
CSIROmed_PE,14,2,0
CSIROmed_PE,14,3,0
CSIROmed_PE,14,4,0
CSIROmed_PE,14,5,0.08192
CSIROmed_PE,14,6,0.065536
CSIROmed_PE,14,7,0.0262144
CSIROmed_PE,15,1,0
CSIROmed_PE,15,2,0
CSIROmed_PE,15,3,0.128
CSIROmed_PE,15,4,0
CSIROmed_PE,15,5,0
CSIROmed_PE,15,6,0
CSIROmed_PE,15,7,0.0262144
CSIROmed_PE,16,1,0
CSIROmed_PE,16,2,0.08
CSIROmed_PE,16,3,0.064
CSIROmed_PE,16,4,0
CSIROmed_PE,16,5,0
CSIROmed_PE,16,6,0
CSIROmed_PE,16,7,0
CSIROmed_PE,17,1,0.1
CSIROmed_PE,17,2,0.16
CSIROmed_PE,17,3,0.128
CSIROmed_PE,17,4,0.1024
CSIROmed_PE,17,5,0
CSIROmed_PE,17,6,0.065536
CSIROmed_PE,17,7,0
CSIROmed_PE,18,1,0
CSIROmed_PE,18,2,0.08
CSIROmed_PE,18,3,0
CSIROmed_PE,18,4,0.0512
CSIROmed_PE,18,5,0.04096
CSIROmed_PE,18,6,0
CSIROmed_PE,18,7,0
CSIROmed_PE,19,1,0
CSIROmed_PE,19,2,0
CSIROmed_PE,19,3,0
CSIROmed_PE,19,4,0
CSIROmed_PE,19,5,0
CSIROmed_PE,19,6,0.032768
CSIROmed_PE,19,7,0
CSIROmed_PE,20,1,0.2
CSIROmed_PE,20,2,0.16
CSIROmed_PE,20,3,0
CSIROmed_PE,20,4,0.1024
CSIROmed_PE,20,5,0.04096
CSIROmed_PE,20,6,0.032768
CSIROmed_PE,20,7,0.0524288
CSIROmed_PE,21,1,0.2
CSIROmed_PE,21,2,0
CSIROmed_PE,21,3,0
CSIROmed_PE,21,4,0
CSIROmed_PE,21,5,0
CSIROmed_PE,21,6,0
CSIROmed_PE,21,7,0
CSIROmed_PE,22,1,0.2
CSIROmed_PE,22,2,0
CSIROmed_PE,22,3,0.128
CSIROmed_PE,22,4,0.1024
CSIROmed_PE,22,5,0
CSIROmed_PE,22,6,0
CSIROmed_PE,22,7,0.0262144
CSIROmed_PE,23,1,0
CSIROmed_PE,23,2,0
CSIROmed_PE,23,3,0
CSIROmed_PE,23,4,0
CSIROmed_PE,23,5,0
CSIROmed_PE,23,6,0.065536
CSIROmed_PE,23,7,0
CSIROmed_PE,24,1,0
CSIROmed_PE,24,2,0.16
CSIROmed_PE,24,3,0.064
CSIROmed_PE,24,4,0.1024
CSIROmed_PE,24,5,0
CSIROmed_PE,24,6,0
CSIROmed_PE,24,7,0
CSIROmed_PE,25,1,0.2
CSIROmed_PE,25,2,0.16
CSIROmed_PE,25,3,0.128
CSIROmed_PE,25,4,0
CSIROmed_PE,25,5,0.08192
CSIROmed_PE,25,6,0.032768
CSIROmed_PE,25,7,0.0524288
CSIROmed_PE,26,1,0
CSIROmed_PE,26,2,0
CSIROmed_PE,26,3,0
CSIROmed_PE,26,4,0
CSIROmed_PE,26,5,0.08192
CSIROmed_PE,26,6,0
CSIROmed_PE,26,7,0
CSIROmed_PE,27,1,0
CSIROmed_PE,27,2,0
CSIROmed_PE,27,3,0
CSIROmed_PE,27,4,0
CSIROmed_PE,27,5,0
CSIROmed_PE,27,6,0
CSIROmed_PE,27,7,0
CSIROmed_PE,28,1,0.2
CSIROmed_PE,28,2,0.16
CSIROmed_PE,28,3,0.128
CSIROmed_PE,28,4,0
CSIROmed_PE,28,5,0.08192
CSIROmed_PE,28,6,0
CSIROmed_PE,28,7,0.0524288
CSIROmed_PE,29,1,0.2
CSIROmed_PE,29,2,0.16
CSIROmed_PE,29,3,0.128
CSIROmed_PE,29,4,0
CSIROmed_PE,29,5,0.08192
CSIROmed_PE,29,6,0.065536
CSIROmed_PE,29,7,0.0524288
CSIROmed_PE,30,1,0.1
CSIROmed_PE,30,2,0.16
CSIROmed_PE,30,3,0.064
CSIROmed_PE,30,4,0.1024
CSIROmed_PE,30,5,0.04096
CSIROmed_PE,30,6,0.065536
CSIROmed_PE,30,7,0.0524288
CSIROmed_RF,1,1,0.2
CSIROmed_RF,1,2,0.16
CSIROmed_RF,1,3,0.128
CSIROmed_RF,1,4,0.0512
CSIROmed_RF,1,5,0.08192
CSIROmed_RF,1,6,0.065536
CSIROmed_RF,1,7,0.0524288
CSIROmed_RF,2,1,0.2
CSIROmed_RF,2,2,0.16
CSIROmed_RF,2,3,0.128
CSIROmed_RF,2,4,0.1024
CSIROmed_RF,2,5,0.08192
CSIROmed_RF,2,6,0
CSIROmed_RF,2,7,0
CSIROmed_RF,3,1,0
CSIROmed_RF,3,2,0
CSIROmed_RF,3,3,0
CSIROmed_RF,3,4,0
CSIROmed_RF,3,5,0
CSIROmed_RF,3,6,0
CSIROmed_RF,3,7,0
CSIROmed_RF,4,1,0
CSIROmed_RF,4,2,0
CSIROmed_RF,4,3,0.064
CSIROmed_RF,4,4,0.1024
CSIROmed_RF,4,5,0
CSIROmed_RF,4,6,0.065536
CSIROmed_RF,4,7,0
CSIROmed_RF,5,1,0.2
CSIROmed_RF,5,2,0.16
CSIROmed_RF,5,3,0
CSIROmed_RF,5,4,0.1024
CSIROmed_RF,5,5,0.04096
CSIROmed_RF,5,6,0
CSIROmed_RF,5,7,0
CSIROmed_RF,6,1,0.2
CSIROmed_RF,6,2,0.16
CSIROmed_RF,6,3,0.128
CSIROmed_RF,6,4,0.1024
CSIROmed_RF,6,5,0.08192
CSIROmed_RF,6,6,0.065536
CSIROmed_RF,6,7,0.0524288
CSIROmed_RF,7,1,0.2
CSIROmed_RF,7,2,0.16
CSIROmed_RF,7,3,0
CSIROmed_RF,7,4,0.1024
CSIROmed_RF,7,5,0.08192
CSIROmed_RF,7,6,0.032768
CSIROmed_RF,7,7,0.0524288
CSIROmed_RF,8,1,0.1
CSIROmed_RF,8,2,0
CSIROmed_RF,8,3,0.064
CSIROmed_RF,8,4,0
CSIROmed_RF,8,5,0
CSIROmed_RF,8,6,0
CSIROmed_RF,8,7,0.0524288
CSIROmed_RF,9,1,0.2
CSIROmed_RF,9,2,0.16
CSIROmed_RF,9,3,0
CSIROmed_RF,9,4,0.1024
CSIROmed_RF,9,5,0
CSIROmed_RF,9,6,0
CSIROmed_RF,9,7,0
CSIROmed_RF,10,1,0.2
CSIROmed_RF,10,2,0.16
CSIROmed_RF,10,3,0.128
CSIROmed_RF,10,4,0.1024
CSIROmed_RF,10,5,0.08192
CSIROmed_RF,10,6,0.065536
CSIROmed_RF,10,7,0.0524288
CSIROmed_RF,11,1,0.1
CSIROmed_RF,11,2,0
CSIROmed_RF,11,3,0
CSIROmed_RF,11,4,0
CSIROmed_RF,11,5,0.04096
CSIROmed_RF,11,6,0.032768
CSIROmed_RF,11,7,0
CSIROmed_RF,12,1,0
CSIROmed_RF,12,2,0
CSIROmed_RF,12,3,0.128
CSIROmed_RF,12,4,0
CSIROmed_RF,12,5,0.08192
CSIROmed_RF,12,6,0.065536
CSIROmed_RF,12,7,0.0262144
CSIROmed_RF,13,1,0.1
CSIROmed_RF,13,2,0.16
CSIROmed_RF,13,3,0.064
CSIROmed_RF,13,4,0.1024
CSIROmed_RF,13,5,0.08192
CSIROmed_RF,13,6,0
CSIROmed_RF,13,7,0
CSIROmed_RF,14,1,0.2
CSIROmed_RF,14,2,0.08
CSIROmed_RF,14,3,0
CSIROmed_RF,14,4,0.1024
CSIROmed_RF,14,5,0
CSIROmed_RF,14,6,0
CSIROmed_RF,14,7,0
CSIROmed_RF,15,1,0
CSIROmed_RF,15,2,0
CSIROmed_RF,15,3,0
CSIROmed_RF,15,4,0
CSIROmed_RF,15,5,0
CSIROmed_RF,15,6,0.032768
CSIROmed_RF,15,7,0
CSIROmed_RF,16,1,0
CSIROmed_RF,16,2,0
CSIROmed_RF,16,3,0
CSIROmed_RF,16,4,0
CSIROmed_RF,16,5,0
CSIROmed_RF,16,6,0.032768
CSIROmed_RF,16,7,0
CSIROmed_RF,17,1,0.2
CSIROmed_RF,17,2,0.16
CSIROmed_RF,17,3,0.128
CSIROmed_RF,17,4,0.1024
CSIROmed_RF,17,5,0.08192
CSIROmed_RF,17,6,0.065536
CSIROmed_RF,17,7,0.0524288
CSIROmed_RF,18,1,0.1
CSIROmed_RF,18,2,0
CSIROmed_RF,18,3,0.064
